,ASIANPAINT.NS,BAJAJ-AUTO.NS,HCLTECH.NS,INFY.NS,TCS.NS,TITAN.NS
2022-08-22,3749.7356450583493,3265.0480966530754,1305.1129052118736,1991.7770247389847,3922.865054113189,2526.64594992544
2022-08-23,3746.280193548536,3253.388132908688,1300.9749395461492,1997.0068491969407,3941.5957136894017,2526.9879464934443
2022-08-24,3761.0701793217363,3262.6764640068022,1296.2001427369446,1986.8438029568836,3935.887613755579,2520.107063421807
2022-08-25,3770.6750424743705,3274.6370463103462,1299.8178348552199,1984.1059433066898,3930.6428753999026,2519.151146239262
2022-08-26,3768.2651196920015,3271.8921615069694,1301.9253660624543,1983.6340595534919,3936.4650102287815,2525.6113633225864
2022-08-27,3791.084549541191,3266.9535704947057,1295.474016532749,1982.9772446553077,3929.4781139041706,2555.0704860535707
2022-08-28,3768.498684902917,3275.01781029805,1298.0311884490825,1981.310822668976,3935.69390869554,2536.1288202957753
2022-08-29,3768.00785823326,3274.702283762592,1304.1009575329695,1990.1217241907548,3930.9272137740563,2530.7523164823206
2022-08-30,3768.8916380270334,3269.526166092303,1306.8864746440715,1990.4904369667493,3942.3340778428887,2524.5193306334763
2022-08-31,3781.0873217232365,3281.4797980711764,1300.0501959815356,1982.892744295804,3953.132549542452,2519.3956791100613
2022-09-01,3778.984339416477,3280.712516290592,1295.9223963517327,1979.2822202728578,3952.8887763832454,2511.9863744825243
2022-09-02,3806.383734693357,3280.633255957461,1292.1527712321074,1974.2767431966192,3946.563387579663,2515.482239501733
2022-09-03,3820.3479793994384,3278.3613396119968,1288.3312117283645,1972.1115124882995,3958.1369204346724,2504.480647276332
2022-09-04,3784.034661177294,3276.5962175254135,1290.6926643668996,1974.8991810530522,3958.407853531417,2501.103748917771
2022-09-05,3786.0296546596883,3275.7917878825806,1295.8737509583198,1977.0830135782787,3965.612218124894,2502.8445320244864
2022-09-06,3798.463551157186,3287.43899436271,1292.078613359082,1982.2195368029577,3953.6603028403965,2504.0675311220093
2022-09-07,3800.999333644945,3277.6831161895498,1293.614532533831,1981.7690316459998,3947.073247055515,2508.499862865714
2022-09-08,3799.8359354149097,3280.501072767979,1291.9977994254998,1985.6021380835161,3966.42778010836,2506.2757393965717
2022-09-09,3799.4744269530966,3273.075305639329,1285.2254234092875,1989.312439004727,3974.908187611466,2497.27153295227
2022-09-10,3807.719112415184,3277.558748442347,1283.7615993270438,1984.8604017250368,3983.655892198228,2509.1142153148476
2022-09-11,3816.61950805483,3264.461601739836,1276.6459494890878,1983.225588690575,3989.09762878568,2513.374391041384
2022-09-12,3804.037495350687,3257.119022376459,1281.2564876028373,1983.1966766931175,3975.0058477566454,2526.203632151692
2022-09-13,3791.6448331026963,3244.9634022801138,1282.37903045644,1980.378992978601,3961.7327624060067,2524.825817734617
2022-09-14,3797.805550035287,3256.9710106535076,1281.2788361672224,1986.7641745296664,3955.7041287450593,2524.642400570606
2022-09-15,3789.4553011714465,3260.0764156940686,1278.8189019067927,1989.9456175115563,3954.586201041077,2534.3992648099434
2022-09-16,3800.838735804299,3256.8430139589595,1280.577975065774,1992.8582696056396,3949.6822685296006,2526.1074484807823
2022-09-17,3796.2204402775196,3257.444812875567,1283.1913899476353,1988.627707533805,3954.919051237755,2529.5527385714404
2022-09-18,3795.0845512366614,3256.487849117553,1283.4716614124313,1990.8935738401979,3948.279571897144,2549.359475525271
2022-09-19,3797.1228992979327,3265.762348653929,1284.9620996508431,1983.4660865577403,3939.1041216607473,2557.0628083451966
2022-09-20,3797.1382105990233,3258.9378556327947,1284.1324497741011,1986.5277476989227,3930.3891414060186,2554.3686616213536
2022-09-21,3813.233454090777,3264.105509187574,1286.4069409899407,1985.625291062242,3926.1884759616705,2577.1399386074618
2022-09-22,3825.215320909233,3261.3350731126598,1282.5143154757275,1992.3246860513652,3914.2637543291503,2573.6146298796393
2022-09-23,3812.7167864623325,3271.8324723475316,1281.9504521211434,1992.4916899425948,3930.9285244499306,2562.847889085361
2022-09-24,3809.362132093372,3271.8923719037984,1285.5153542217172,1992.507969998155,3920.1434650992937,2570.325885302881
2022-09-25,3806.585151708378,3279.4925165812856,1287.0303694854315,1993.2672504997195,3919.864989777639,2565.1307521949634
2022-09-26,3813.1957065045376,3283.5202818860284,1295.1381375037668,1984.9761310943672,3913.165358786146,2561.683402978498
2022-09-27,3816.0068356097013,3270.1757380634494,1292.83925373187,1983.2816593694229,3912.0289114284396,2568.4673238473933
2022-09-28,3827.013416464397,3256.527393400174,1297.6260181606008,1981.352660662808,3922.8999790899425,2573.600420203985
2022-09-29,3832.2883734673937,3267.9980984478548,1298.237437883444,1983.1823108001238,3929.7361135596293,2591.450070851953
2022-09-30,3864.616357874603,3255.515601584319,1290.5004064891255,1979.3988733425485,3925.5171608930846,2596.1837874583352
2022-10-01,3846.274142166014,3260.169940677283,1292.2339786102634,1980.0965615460543,3921.0099247452063,2582.891244768787
2022-10-02,3843.0402119286073,3249.102247359785,1293.5556924528569,1988.8692303444761,3923.0656298866365,2580.4118277688694
2022-10-03,3852.638944756561,3231.745612896902,1291.398165777088,1986.8782352295198,3938.6476493965647,2566.4912176639937
2022-10-04,3857.118356859481,3223.5109246355437,1288.7447902531917,1978.8613785180055,3942.1118298147535,2551.202807590728
2022-10-05,3874.7996060998726,3231.2850195499827,1289.4199688158312,1969.9969802690007,3950.931832427633,2553.7821652947077
2022-10-06,3880.659714508124,3243.355875143805,1290.2053413971553,1969.4830229331426,3950.1280663050807,2554.3196071591124
2022-10-07,3889.3329598021787,3246.5982717078496,1287.6959714384589,1970.5763831223164,3945.0429601372343,2550.9122872904923
2022-10-08,3896.8603223528603,3245.6586506465014,1297.14857027495,1972.135405221305,3945.7091927952824,2559.717992005468
2022-10-09,3890.098494749504,3244.9197878785963,1302.990554151375,1967.595855674385,3957.867956301511,2564.3017451721303
2022-10-10,3899.234411999845,3244.1702482074575,1296.2950104068827,1967.236378467774,3962.4964105869863,2577.3126307625557
2022-10-11,3903.269805501185,3247.073640419655,1295.4316812208474,1969.8312717365031,3969.124540707397,2572.674038932029
2022-10-12,3889.2523660302563,3236.565558655644,1296.034231985755,1965.6028291280745,3962.053012465915,2561.1435389262456
2022-10-13,3864.2288916804187,3247.2128007579004,1299.0349913865764,1967.9207336602667,3942.946119040753,2540.7384102468814
2022-10-14,3861.0167347288734,3251.245669106681,1298.2924436310918,1963.431733477562,3945.1203195841954,2551.1267525377334
2022-10-15,3859.801337424892,3257.9908100585103,1299.0847569212808,1971.656069292537,3955.3312894832934,2540.17441391207
2022-10-16,3859.856147849057,3245.9045544143232,1299.6400453961028,1976.80604870476,3951.476209329914,2552.9360820238444
2022-10-17,3863.471516979879,3238.904616741952,1297.5848598779635,1974.5233364159026,3961.3368863007645,2545.9673441508503
2022-10-18,3870.5987555133456,3254.049651285363,1298.6247700086283,1971.8033061277467,3965.5969904695435,2536.0737688512986
2022-10-19,3862.1129479955403,3243.6223409731247,1300.7493153315231,1974.160790294964,3966.4758587363053,2529.1128119760674
2022-10-20,3855.4610007787246,3242.515091643755,1294.7838447221175,1970.7740695648627,3970.7649601610383,2539.616264486256
2022-10-21,3849.2976019096495,3241.794982724833,1296.3047168270978,1981.6834557440811,3967.6565081341882,2527.020868526599
2022-10-22,3850.058077609927,3224.90640540168,1289.6974569115175,1979.8705695356591,3972.7605240743696,2524.9647515377374
2022-10-23,3843.2535017940086,3225.97747755797,1289.5591733160834,1980.4772918850765,3986.5212269969334,2526.868908214791
2022-10-24,3847.251964410761,3222.236949018014,1291.3878100119484,1986.7533098458869,3990.358518399963,2525.4548732810517
2022-10-25,3847.0225582636385,3239.684060662464,1300.0460877773944,1984.6860128829303,3982.0864843324403,2523.9433939485148
2022-10-26,3830.239416771594,3237.911965680928,1299.1589860596737,1980.2795895863048,3991.3496269303714,2531.141251252461
2022-10-27,3836.5391830320355,3239.8928952106426,1299.8076557209429,1979.1286466971196,3984.694956168205,2529.848796099559
2022-10-28,3838.6592830427567,3229.625819374218,1302.8207867611745,1978.8830648565186,4000.2803564125106,2521.7375874127397
2022-10-29,3858.0462241719993,3235.940143337163,1304.526842651099,1979.456131415904,3997.777683503591,2513.491685603898
2022-10-30,3837.5516201917826,3252.74972127399,1301.1570268034354,1971.9190919268967,3989.7810890817054,2501.221575535512
2022-10-31,3846.3174075300803,3260.547491162895,1301.5527495621377,1978.2014891289004,3997.5449589320006,2508.286250540509
2022-11-01,3840.821624006049,3253.9006500270307,1303.779829241495,1978.2508974062173,4006.5998891822455,2507.7995331460834
2022-11-02,3834.2538200134236,3262.733125238349,1304.442359011467,1977.1291327151976,4020.034700269133,2511.130090355525
2022-11-03,3834.0244240706365,3275.475784746191,1306.81534320473,1983.8955908744144,4019.581348350446,2506.4122343857453
2022-11-04,3841.881173581479,3275.331887786775,1310.7806452808682,1981.9103214746497,4010.734625965858,2522.8518258499353
2022-11-05,3823.6603041493318,3268.7763529386234,1318.0482116234548,1984.7542872886047,4009.695568786477,2525.2914659464645
2022-11-06,3834.080174322705,3252.516157396435,1320.6292367684307,1981.7169052848465,4009.2937602097604,2520.699750690384
2022-11-07,3831.6444996509845,3255.4258836014124,1311.496768990814,1972.375981526308,3982.6324124010607,2517.8770833700537
2022-11-08,3820.5537057209767,3245.166253213826,1312.7657968317776,1967.0045728989323,3989.314993551802,2528.4285211023484
2022-11-09,3814.7290246790863,3255.2281801206545,1306.688227983215,1968.0748903451645,3993.728670631178,2539.647267616161
2022-11-10,3806.7154191540494,3246.78971485871,1305.2874896908947,1966.3096270389365,4002.4030512508243,2531.0180833689583
2022-11-11,3803.4874343955184,3257.9357875356372,1305.1866902147208,1971.8604079388024,4004.4209940492938,2538.142574082414
2022-11-12,3799.624693058556,3246.5224969356054,1304.041151194815,1975.091182324665,4005.9386295402205,2528.5901891124086
2022-11-13,3791.765867416661,3243.970476830235,1298.2038757946088,1973.738628096548,4010.3808949524864,2519.2508729992032
2022-11-14,3788.300324386065,3243.4465887650867,1293.5693146363412,1968.683871067921,4007.7641927370073,2521.223886831892
2022-11-15,3766.071909598125,3251.144771989834,1296.3717754327422,1965.9641027865378,4007.6588450851823,2530.2918467297886
2022-11-16,3769.565303595847,3250.720376742859,1299.9993903375089,1975.675879722004,4009.1466321549246,2539.030965956966
2022-11-17,3759.040128977883,3261.5889476121492,1302.2092639434563,1971.2467269471204,4023.4433181473228,2550.718633457177
2022-11-18,3754.487144755504,3263.830440756867,1302.5776798453358,1976.9380686579607,4019.5862392326044,2543.149305349816
2022-11-19,3744.781416745016,3272.184475245346,1303.6843168735427,1973.8751513144175,4020.680434983044,2534.587004834801
2022-11-20,3755.650430291872,3272.264282660485,1305.3748980813803,1966.9610410384926,4019.2814946324374,2538.7012843417438
2022-11-21,3749.0894234440757,3285.4993675252385,1300.2515477869754,1971.56378303268,4024.117643251963,2531.7048080848317
2022-11-22,3736.968247747152,3293.193620682462,1301.2376382271887,1968.9180521678372,4019.424371879949,2551.590877716575
2022-11-23,3733.9808321426403,3281.074968191219,1303.4506629921939,1969.8684086814192,4027.941561283268,2555.590858618815
2022-11-24,3723.06470904827,3289.472565502757,1304.4979756714802,1970.4342266435506,4016.4924782995017,2544.8614604144923
2022-11-25,3712.9276867192966,3286.430967414873,1307.1664997384173,1969.487033111247,4016.1409552029645,2541.720044895369
2022-11-26,3714.3955910183613,3281.0021280367464,1299.7966632912282,1975.3697383831482,4008.0533139085483,2545.071535295408
2022-11-27,3736.4445043436667,3274.81917863579,1295.3471260310735,1975.5323980515245,4025.9315013183345,2543.708157244599
2022-11-28,3735.7655944991056,3278.310422278111,1295.9570007073853,1984.2259988082485,4024.5342654958317,2556.152840679724
2022-11-29,3738.1138354612754,3281.5506528753185,1302.835734896933,1992.0000002058794,4020.2600346547756,2559.216890339847
2022-11-30,3728.4038948712287,3275.041322788286,1293.8358862001148,1985.7448810229603,4010.164847421799,2558.890544840918
2022-12-01,3705.6981563942986,3280.6122152011712,1291.1088110875983,1985.2326147387957,4021.000097638429,2572.2402694900948
2022-12-02,3695.8457799562834,3278.7464066732487,1291.1593375141772,1991.4007606359326,4025.537961047482,2572.6217261213988
2022-12-03,3710.7237749372653,3294.798790516931,1284.478894033517,2000.3893235247615,4017.866541801189,2586.1386862112704
2022-12-04,3684.1347783943284,3305.9659920320564,1289.5885913743434,1997.7087553727476,4024.274708182367,2588.4189518590397
2022-12-05,3685.454536391883,3304.7414935694505,1289.8134678358406,2004.4535443810885,4022.2174975244,2591.6596571248424
2022-12-06,3706.003196804955,3325.0625591084126,1286.7770623123847,2001.3660555982933,4028.026078682871,2603.3693043711523
2022-12-07,3698.1113454155807,3329.3063307018883,1290.3162641633703,2012.4098466452983,4036.972055394447,2606.8855910985762
2022-12-08,3698.92149063725,3316.9226619265087,1291.025626859206,2017.3718143829024,4025.9229547194745,2614.969887161364
2022-12-09,3706.4697051303738,3317.9867491650066,1294.370412780753,2019.8569454695491,4026.5655080914453,2596.868877478976
2022-12-10,3708.742529318189,3320.2014426825017,1302.1490366443636,2022.1711615712702,4036.1419398142157,2595.4543548885094
2022-12-11,3725.4350772541184,3330.3052682533416,1303.8263569866817,2021.6390443226264,4050.5557555782084,2582.6762156868517
2022-12-12,3717.6638846408896,3344.242329402822,1300.0180403046757,2018.2879930336026,4048.832359165477,2593.8812474044767
2022-12-13,3710.750333873,3342.9379085391383,1302.536641015336,2022.237204584187,4035.1185515982625,2597.566996017954
2022-12-14,3706.991928787332,3348.477005617481,1298.7487429983516,2012.7159687400617,4039.2895162204245,2607.414668633153
2022-12-15,3700.292787186793,3356.607742229758,1289.6638686931146,2018.5134193851718,4038.41985881023,2596.079545170125
2022-12-16,3703.8516326900435,3357.947048872075,1285.9631927033765,2017.966772376869,4034.25440639117,2593.099152163109
2022-12-17,3705.7361785381545,3368.653751572766,1281.9474166792256,2022.7936961097773,4036.416514883963,2600.4891397388014
2022-12-18,3690.3071726085864,3371.2455427053283,1281.1939645325274,2017.442758717798,4033.7320883535585,2601.6341926003765
2022-12-19,3680.0831645708217,3366.8162717156133,1283.263792668488,2013.9597201876772,4025.162681955684,2598.423241814157
2022-12-20,3672.606043622519,3372.35278978341,1285.2407251931331,2019.4761479002555,4017.0960875225783,2589.0896487477316
2022-12-21,3675.3656745841918,3363.8433911918655,1289.7664122125702,2024.4764540799492,4009.7136947935987,2589.6177304266776
2022-12-22,3674.2853048018196,3368.716792274952,1284.4891434010642,2023.1241647515767,4007.0470570979946,2587.6915704513226
2022-12-23,3679.3502716125413,3386.788894921689,1282.2388124440627,2031.4799231991335,4004.9821791856716,2587.582746617937
2022-12-24,3682.8943032235684,3391.31058701402,1272.9207103275753,2039.7310705516018,4003.5068863164415,2592.524451493081
2022-12-25,3684.2075921175287,3374.1260707332754,1274.861379843934,2044.98611577241,3999.431349153201,2606.735728727487
2022-12-26,3667.2287283589103,3384.909412957067,1276.3930548630508,2046.4288185250102,4006.9624331094756,2591.9297054658377
2022-12-27,3691.748616482201,3389.694886420668,1273.8228167805055,2049.636412930294,4004.772039721701,2591.561019004324
2022-12-28,3689.338164679118,3399.968689390645,1274.3902895910744,2057.0997386805666,3998.701243850228,2600.245375874227
2022-12-29,3693.403342004012,3404.4124702223335,1276.2459627476514,2059.3889832359587,4007.836162136602,2601.9469440597836
2022-12-30,3681.2434643604415,3402.3918183471783,1271.262697852864,2062.360118726231,4010.4866083005545,2586.260084406593
2022-12-31,3699.2676973100765,3416.2318166413447,1274.856990636963,2070.9247947654267,4006.9857070612707,2582.5354893175318
2023-01-01,3699.3246007355688,3419.221151841883,1278.4461452113028,2063.7125371513675,4011.7764698263445,2589.418168933359
2023-01-02,3694.3015646326444,3422.746935846196,1280.7110764427964,2072.822319150536,3996.6118068855385,2592.327524774963
2023-01-03,3698.6188270819266,3436.2824904918816,1272.281371092602,2081.7112389626486,4000.1215407953605,2585.7139042855215
2023-01-04,3685.8725993208327,3445.6383346107823,1265.6638698571755,2081.521867569647,3995.3071946105347,2576.3966952651535
2023-01-05,3706.7363324746693,3445.121680035001,1261.4795515816538,2082.6991415800785,4001.7039876793506,2572.627952361303
2023-01-06,3702.3576454564354,3428.242202970579,1263.5212192719382,2080.6434601239803,4003.7259930105633,2562.860239558089
2023-01-07,3693.970443677082,3444.1933388744574,1274.3603076379918,2080.4096196886208,3987.3902921103427,2556.665189649376
2023-01-08,3686.504343146315,3430.203994307968,1275.9735018008037,2075.980800987904,3992.576773845884,2547.520465244249
2023-01-09,3683.0760645333867,3429.515082005043,1277.988703936992,2076.068388553923,3976.259648860449,2553.4487016954586
2023-01-10,3678.821856459626,3419.0432368391566,1280.5605398759276,2069.878878783438,3982.7566745007584,2554.933495684701
2023-01-11,3673.9118382215047,3423.8735721322105,1282.4285821002884,2072.5905687226095,3986.1912549639724,2543.922936899375
2023-01-12,3675.122980842121,3426.298524003899,1286.2751465547046,2066.105478521986,3989.717332835403,2547.983263594805
2023-01-13,3682.9589648921487,3436.707359691838,1284.0464563422943,2065.845572730011,3988.6618224317253,2545.1698086599986
2023-01-14,3678.8399580235646,3428.5715520640033,1283.9088285759785,2074.6952196677676,3980.0135057275925,2544.05919250662
2023-01-15,3674.2564450110194,3438.3277224720646,1284.1598303885444,2079.9527454391523,3988.280620682416,2571.0103997044935
2023-01-16,3671.392853103247,3431.0106205266648,1278.9260893038804,2079.4288155428626,3994.2905929598965,2562.0924804577157
2023-01-17,3679.736936802369,3414.927071098831,1278.0885932347292,2080.796744532554,3997.935225204994,2576.2845513903508
2023-01-18,3678.478216772522,3420.190842183774,1275.7441426755831,2082.244966237659,4006.5532395044997,2589.1607648983763
2023-01-19,3685.2356926497314,3423.6405954599236,1282.872059812323,2076.5693425535173,3999.6885910891665,2593.78646868168
2023-01-20,3684.4852331722823,3432.2002674446207,1280.3617171777237,2077.705802789943,3985.8584657424303,2589.3799028508097
2023-01-21,3688.6741829248504,3426.002143174604,1280.2053471704216,2081.0445789806154,3977.7305700571837,2598.181038135316
2023-01-22,3682.2484029997736,3419.636345040104,1281.5151448274535,2075.6954701735913,3961.5701905275805,2599.0194200979668
2023-01-23,3681.835969168563,3405.940813496265,1288.571435623162,2075.9823049020315,3946.6576068280933,2591.227105805601
2023-01-24,3678.7875859873507,3395.5695813426755,1286.1050053630192,2084.088887455148,3950.648825193158,2592.548789150043
2023-01-25,3673.7413401623044,3405.232590649698,1288.1410821550783,2089.0533627473696,3959.5088104621013,2582.904708347155
2023-01-26,3674.930902818779,3406.508685660558,1287.9288044111142,2086.489278710005,3968.991044176586,2590.417848032341
2023-01-27,3682.020051063585,3403.4890290077137,1289.7709047910264,2088.92871121869,3962.046412268068,2583.71274053024
2023-01-28,3672.2534535544182,3386.6298579735567,1292.188372949481,2090.058586458709,3956.8345359521727,2592.7963079886295
2023-01-29,3678.9811586639626,3394.4634400387804,1284.04057114265,2091.556677300642,3957.186159532782,2596.1313719722543
2023-01-30,3667.514569596088,3387.4025442916254,1281.638183581873,2095.5553400742065,3970.615069587526,2584.914622555959
2023-01-31,3678.325219298692,3387.6469175542043,1289.8070267854678,2100.710723612023,3974.4168990005446,2583.4508118336626
2023-02-01,3680.862811418323,3392.0675305734803,1287.3850364225707,2099.0306380310603,3970.6491281932517,2582.785985248732
2023-02-02,3690.7453593805158,3400.4832660970483,1291.5349895292143,2100.272494797408,3979.8223101099998,2579.6677839593863
2023-02-03,3699.32991065908,3403.5037291313356,1290.6879173733673,2107.7146674078012,3974.8755333131403,2581.4582576741727
2023-02-04,3701.614897197135,3427.259398109132,1292.2068501909994,2109.22072500047,3978.4423693421713,2590.322414131394
2023-02-05,3700.7315779969877,3426.0228944461333,1291.7445417611293,2107.0167602242955,3982.0185086426345,2586.9322221791936
2023-02-06,3718.7943124768194,3433.309837630926,1291.7187703359002,2105.90343530048,3977.359004608205,2588.730725685743
2023-02-07,3735.6687734318357,3430.5025581385426,1285.5552646500935,2105.185276376754,3981.442713289084,2588.6082216609693
2023-02-08,3746.935923103664,3427.482389649439,1285.653296164141,2097.0386960450146,3983.1125688126863,2609.6237516051965
2023-02-09,3712.4014621945817,3433.3488762548886,1287.445011691483,2091.5326550455716,3979.2010090912686,2602.4144092987613
2023-02-10,3710.0901822830647,3448.953436474527,1285.4084771022929,2087.7095005795272,3981.146981681388,2600.3268663322606
2023-02-11,3721.308191149965,3442.9171630531005,1286.9727847183894,2089.788731780524,3979.735374661593,2591.29235581769
2023-02-12,3706.6419637285226,3454.574602624741,1287.9632889433635,2091.2770590426585,3968.236689294545,2592.1568823423413
2023-02-13,3712.1883036939194,3445.273744063464,1293.895348837806,2088.3143118889193,3967.017916205948,2585.288336062468
2023-02-14,3722.3104626218264,3424.1799215954306,1293.9658055106743,2089.5419832367834,3975.026990450714,2579.5296538658836
2023-02-15,3703.2980577491608,3425.087654919293,1282.6604862439012,2093.3069199110655,3980.032029284272,2581.6597047217533
2023-02-16,3699.227199832077,3430.5954341706565,1279.0215968571185,2092.895176585678,3978.515857904657,2589.7878853230695
2023-02-17,3695.660197128165,3432.28723743945,1276.3950791745385,2096.7735822264312,3980.6699422654056,2589.5363438229515
2023-02-18,3679.612468251613,3440.236553432462,1271.4160922510634,2083.947428342405,3961.2281209909124,2597.0574960563786
2023-02-19,3689.5715921314413,3450.7912149408853,1268.9281216548745,2080.386981543783,3950.2186227703232,2597.2078937736683
2023-02-20,3685.9679376507397,3453.1362827269077,1263.167170004929,2081.0011190131977,3947.539676331181,2601.494234609575
2023-02-21,3664.8879017820773,3439.8232367642404,1265.0221700732277,2072.8702936409354,3957.7257429438177,2599.7156090491617
2023-02-22,3673.8954983214994,3426.169502518551,1253.7824074526732,2077.946716408659,3961.4701077886916,2604.25841949478
2023-02-23,3670.6038210940883,3414.757716380472,1255.381581973203,2079.539602761582,3973.858973780022,2601.933006042011
2023-02-24,3664.5955228355488,3416.964004373567,1257.9690907498384,2072.317795431486,3974.703182454894,2612.9827689726076
2023-02-25,3659.1998792460445,3420.7228791417483,1251.222384421138,2073.308954757012,3971.263781679803,2618.0107194100633
2023-02-26,3647.686040369422,3424.0600579804595,1249.6879226704866,2064.779004962852,3971.5506476385744,2624.9787256835107
2023-02-27,3653.062136445322,3422.834929922929,1254.430841358589,2068.020050994814,3972.4245247560348,2611.4295874664563
2023-02-28,3651.7491284575044,3419.427303219072,1258.6019506250832,2069.3158609529505,3963.106092073892,2616.7099319517133
2023-03-01,3662.9346282981373,3416.4665328481715,1258.1060822675686,2069.209975706127,3953.5653866592183,2612.7300384527325
2023-03-02,3677.295430920681,3414.57111090283,1254.2864388023472,2067.826530293881,3958.19361870555,2636.1544820755344
2023-03-03,3685.5406932846427,3407.583196151115,1244.23222149859,2075.4612226082236,3965.3466180568416,2643.457154069059
2023-03-04,3683.9775308787234,3404.431453692666,1244.0908437709884,2083.1077691466007,3960.8078708699713,2642.4856526186563
2023-03-05,3693.8081535884085,3416.599171753951,1247.0667554811564,2088.8622797333214,3969.205521080302,2640.136454108454
2023-03-06,3703.5281938907624,3429.4244601995406,1244.9977900816946,2083.4218701284567,3958.6561698209384,2643.0237339402083
2023-03-07,3702.9146703008,3417.298645128237,1245.8083318153926,2087.5208130731107,3945.737049546932,2631.3885854038585
2023-03-08,3714.020614776483,3416.5671720691635,1246.6828068909108,2091.6154296025647,3942.625107163396,2635.1896428005657
2023-03-09,3726.284912919138,3418.4842140319474,1245.8334699508614,2088.5607119250835,3939.947401236429,2630.9938750782417
2023-03-10,3727.354485507868,3419.196160402144,1241.4743918641555,2100.5304739585067,3935.3576768009953,2633.5329439096577
2023-03-11,3710.5673723398186,3432.279049194219,1239.0319256789771,2105.080468383069,3940.8990108454373,2638.7526053572756
2023-03-12,3705.975339940965,3430.43205303874,1246.443369681769,2106.362955055447,3952.5913120291066,2626.665657806295
2023-03-13,3707.9236644936727,3421.363101816758,1248.0611764948621,2118.8823338852867,3962.150048895288,2621.0438611541235
2023-03-14,3704.4225347904276,3426.587976680518,1248.2777466279485,2112.618524083257,3958.792838816348,2629.3246469748656
2023-03-15,3704.9568380989303,3430.7350383985786,1246.7841286337243,2107.967686095908,3957.166180614785,2624.503932062922
2023-03-16,3708.7926548452187,3442.723772041552,1248.8599487697961,2105.2851703796973,3965.6549068640975,2605.362927124697
2023-03-17,3720.2795089573615,3449.2535707612888,1248.969768094044,2115.7448979488763,3976.9255794238757,2595.014470402474
2023-03-18,3721.3989845534625,3448.7754055609826,1250.340832313016,2111.0199989854345,3975.3849414728693,2578.391474358589
2023-03-19,3718.8993965512404,3447.823611649932,1244.643653828232,2109.791527511625,3964.281728690363,2569.588741333704
2023-03-20,3728.1862762746778,3450.15540053526,1243.3779219775618,2106.9338511956475,3965.2745304839655,2567.5619261138454
2023-03-21,3730.7784654646703,3457.0496542575806,1248.1921173424814,2103.981200354264,3973.916460703368,2564.0227926327375
2023-03-22,3742.7065759808997,3453.4066187045914,1247.6583105776285,2103.38158481122,3979.7825929151754,2559.456598636459
2023-03-23,3734.3276814691353,3460.7735761477693,1244.9316367485055,2103.2634218344265,3975.1682526667696,2562.4612785522568
2023-03-24,3724.707636075972,3459.4625092071847,1242.0766102994223,2103.349489809031,3981.5946019052653,2568.6185536824823
2023-03-25,3734.920043118337,3458.1831698510387,1241.0369906237797,2103.654075327723,3980.040163808484,2575.2674107807766
2023-03-26,3728.0830554858703,3456.0946416635356,1235.4624372796495,2104.316573816294,3970.8051268932277,2575.3826711672277
2023-03-27,3709.7800665536843,3454.0527043739044,1233.9318116737638,2110.79999418856,3980.963549882613,2591.2360887828827
2023-03-28,3712.075168968456,3441.866025938661,1235.4897787766236,2109.1809334424215,3971.254726541548,2594.2776457567597
2023-03-29,3708.135695419831,3432.090938994642,1235.5722171613668,2101.8439383009604,3972.9468905811927,2605.0005551950826
2023-03-30,3713.0685768245994,3431.6810347426826,1231.6892716848847,2103.448526435501,3979.8924262822875,2599.750848892669
2023-03-31,3708.7962974778193,3430.4397961892164,1230.4056592542843,2107.072796170151,3980.009199166252,2613.698227549131
2023-04-01,3692.7920573500473,3438.307952586666,1226.168047132933,2107.1895393842,3980.9127456382435,2617.231270675296
2023-04-02,3699.4198921581456,3441.249806667159,1225.4918495568238,2104.0083006651857,3986.756815657833,2623.9628690180402
2023-04-03,3701.4722754223812,3435.346489891313,1222.7408232053317,2106.058851584073,3993.2310438140203,2624.2643252439348
2023-04-04,3713.77754483375,3443.7507782820985,1219.8529881000327,2104.577612894635,3996.2925638597467,2622.0826096671335
2023-04-05,3736.1045042184974,3441.2761983665296,1219.7379495920773,2095.471259132067,4001.7237671808602,2617.57194022582
2023-04-06,3730.48581755888,3452.8588320898693,1221.3518850617575,2097.8733441069207,3996.36305398186,2616.0818689145513
2023-04-07,3742.684581056601,3461.5973573277124,1219.4820235409563,2098.6613031572815,3988.493239261084,2612.8794684663053
2023-04-08,3742.5466873906307,3470.3583438815813,1219.4153557934687,2093.3832454634517,3991.8146112520967,2607.580791558372
2023-04-09,3741.7048760640428,3468.794859106581,1214.3347098508134,2098.068453558874,4000.3149132273065,2623.1718375050805
2023-04-10,3758.894569871266,3455.5276888504995,1211.762334349678,2098.2424443691543,3997.4494644028373,2618.697530401982
2023-04-11,3756.784154446928,3445.5353022743984,1208.5481715311225,2103.613824572566,3995.6679445661066,2627.0137159679584
2023-04-12,3749.4623084939803,3432.36256343486,1200.262522821273,2106.4818041926133,4009.033879927697,2633.4446925518
2023-04-13,3746.3542689199576,3432.0717486778362,1196.0275514242805,2106.264280177877,4013.939314312477,2649.954714697132
2023-04-14,3745.92441369222,3438.6587010365256,1196.3071710532022,2092.670320345728,4010.2488875562512,2639.9433809178236
2023-04-15,3744.8154508510643,3438.316300981147,1191.73207203105,2093.079600841266,4001.528110176482,2640.7685456270465
