Date,ASIANPAINT,BAJAJ-AUTO,HCLTECH,INFY,TCS,TITAN
2020-11-14 00:00:00+00:00,2189,3032.8,830.5,1134.1,2673.25,1282.35
2020-11-17 00:00:00+00:00,2189,3044.95,816.5,1126,2661.25,1300
2020-11-18 00:00:00+00:00,2194,3033,813.8,1111.65,2626.4,1280.55
2020-11-19 00:00:00+00:00,2159.2,3027.8,805,1096.55,2640.25,1292
2020-11-20 00:00:00+00:00,2160.55,3059,820,1104,2658,1362.05
2020-11-23 00:00:00+00:00,2188,3072.7,838.2,1138.5,2727.25,1342.95
2020-11-24 00:00:00+00:00,2205,3094.9,841,1141,2726,1328
2020-11-25 00:00:00+00:00,2156.5,3045,825.2,1118.8,2699.9,1304.8
2020-11-26 00:00:00+00:00,2160,3145,841.2,1118,2727,1332
2020-11-27 00:00:00+00:00,2189.9,3170,823.15,1112.35,2678,1334
2020-12-01 00:00:00+00:00,2226,3242,835,1137.05,2729,1343
2020-12-02 00:00:00+00:00,2314,3326.8,844,1142,2747,1386.25
2020-12-03 00:00:00+00:00,2404,3300,862.05,1125,2711,1416.9
2020-12-04 00:00:00+00:00,2444,3311.25,857.85,1134,2724,1432.85
2020-12-07 00:00:00+00:00,2474,3322,855,1142.85,2741,1427.75
2020-12-08 00:00:00+00:00,2444,3334.15,864,1153,2797,1427.25
2020-12-09 00:00:00+00:00,2528,3307.6,871.35,1176.95,2812.05,1428.35
2020-12-10 00:00:00+00:00,2530,3295,869.5,1168,2781.1,1424.9
2020-12-11 00:00:00+00:00,2518,3317.65,865.15,1165,2782,1447.65
2020-12-14 00:00:00+00:00,2541.9,3288,873.05,1163.5,2796.55,1461.5
2020-12-15 00:00:00+00:00,2531.05,3271,885,1154.4,2763.95,1464.8
2020-12-16 00:00:00+00:00,2583.95,3307,881.95,1164,2810.1,1499
2020-12-17 00:00:00+00:00,2580,3265,878,1159.4,2848,1503.9
2020-12-18 00:00:00+00:00,2596.95,3352.2,890.35,1185.55,2852,1522
2020-12-21 00:00:00+00:00,2539.1,3227.8,871.5,1175.4,2810,1468
2020-12-22 00:00:00+00:00,2603.9,3279.1,917,1220,2870.65,1504.9
2020-12-23 00:00:00+00:00,2638.15,3315,921.9,1251.95,2907.15,1491
2020-12-24 00:00:00+00:00,2641.85,3365.2,917,1237.5,2908.95,1498.2
2020-12-28 00:00:00+00:00,2684,3420,922.7,1239.45,2932.1,1543.35
2020-12-29 00:00:00+00:00,2693,3434.5,936,1249.85,2933,1537.15
2020-12-30 00:00:00+00:00,2737.2,3445.1,941.15,1243.65,2910,1551.8
2020-12-31 00:00:00+00:00,2760.55,3435,945.7,1253.5,2864.7,1560.25
2021-01-01 00:00:00+00:00,2770.1,3479,950.25,1259.5,2932,1558
2021-01-04 00:00:00+00:00,2754,3515,978.3,1287.55,3040,1549.1
2021-01-05 00:00:00+00:00,2796,3490.2,992.5,1290.35,3092,1574
2021-01-06 00:00:00+00:00,2799.95,3462.35,977.8,1282.15,3054,1569.1
2021-01-07 00:00:00+00:00,2791,3444,963.9,1266.5,3049.5,1544.7
2021-01-08 00:00:00+00:00,2842.6,3527.55,994.65,1311.5,3122.7,1548.55
2021-01-11 00:00:00+00:00,2846,3624.4,1052.85,1375.95,3168.6,1562.1
2021-01-12 00:00:00+00:00,2757,3607.3,1063.5,1376.5,3169.95,1530
2021-01-13 00:00:00+00:00,2700,3600,1057,1388.65,3158,1508
2021-01-14 00:00:00+00:00,2667,3572.15,1031,1370.5,3244.35,1489.9
2021-01-15 00:00:00+00:00,2587.8,3581,989,1343.4,3225,1478.5
2021-01-18 00:00:00+00:00,2581.45,3565,978.1,1310,3213.75,1495.95
2021-01-19 00:00:00+00:00,2651,3629,986.9,1319.5,3269,1516.1
2021-01-20 00:00:00+00:00,2695,3640,998.85,1338.85,3305,1530
2021-01-21 00:00:00+00:00,2741.4,3727.35,991.55,1342,3274.05,1521.55
2021-01-22 00:00:00+00:00,2599,4119.25,985.95,1336,3292.2,1489.8
2021-01-25 00:00:00+00:00,2519.05,4165,948,1335,3295.05,1498.6
2021-01-27 00:00:00+00:00,2433,4120.15,957.4,1302.85,3263.95,1436.95
2021-01-28 00:00:00+00:00,2448,4150,933,1276.5,3202.95,1448.1
2021-01-29 00:00:00+00:00,2412.5,4023,914.4,1250,3123.9,1422
2021-02-01 00:00:00+00:00,2466.8,4130,932.1,1267.35,3155.9,1505.75
2021-02-02 00:00:00+00:00,2469.95,4205,956.1,1274.5,3195,1488
2021-02-03 00:00:00+00:00,2454.45,4233.3,961.5,1285,3200,1520.1
2021-02-04 00:00:00+00:00,2406,4234.8,957,1279,3185.5,1512
2021-02-05 00:00:00+00:00,2380,4229,947.95,1273,3161,1511.9
2021-02-08 00:00:00+00:00,2424,4233.3,959.25,1310,3219,1544.95
2021-02-09 00:00:00+00:00,2508,4160,954,1307.5,3178.4,1563.6
2021-02-10 00:00:00+00:00,2510.15,4154,959.9,1297,3215.5,1585
2021-02-11 00:00:00+00:00,2508,4179.8,972,1292.2,3204.5,1524.9
2021-02-12 00:00:00+00:00,2488,4139,962.8,1312,3188.25,1495.05
2021-02-15 00:00:00+00:00,2463,4129,955.5,1312,3148,1484.3
2021-02-16 00:00:00+00:00,2453,4143.75,954,1294.5,3113,1475
2021-02-17 00:00:00+00:00,2389.05,4156.35,943,1280.5,3073.25,1463.7
2021-02-18 00:00:00+00:00,2471,4106,950,1289.35,3055,1435.5
2021-02-19 00:00:00+00:00,2423.2,4002,949.9,1293,3078,1430.55
2021-02-22 00:00:00+00:00,2387.3,3946.5,918.6,1264.15,2955.5,1405.5
2021-02-23 00:00:00+00:00,2377,3914.25,911.35,1268,2985.1,1426.8
2021-02-24 00:00:00+00:00,2360,3939.5,913,1272.7,2946.85,1451
2021-02-25 00:00:00+00:00,2369.9,3965,931.8,1275,2984,1440.25
2021-02-26 00:00:00+00:00,2277,3783.85,911,1254,2901.05,1408
2021-03-01 00:00:00+00:00,2366.95,3822,931,1271,2935,1454
2021-03-02 00:00:00+00:00,2391,3950.55,952.2,1308,3018,1468.5
2021-03-03 00:00:00+00:00,2400,3897.95,963.35,1340.95,3053,1470
2021-03-04 00:00:00+00:00,2414,3884,960.25,1334.6,3042.5,1469
2021-03-05 00:00:00+00:00,2385,3854.85,943.5,1322,3025,1474
2021-03-08 00:00:00+00:00,2386,3794.95,961.75,1336.05,3008.7,1455
2021-03-09 00:00:00+00:00,2420,3795.7,976.1,1344.6,3060.5,1457.35
2021-03-10 00:00:00+00:00,2429.35,3879,987,1366.5,3070,1472
2021-03-12 00:00:00+00:00,2402.55,3750,980,1375.3,3054.1,1483
2021-03-15 00:00:00+00:00,2357.9,3673.15,992.85,1371.95,3062.05,1493.95
2021-03-16 00:00:00+00:00,2465.75,3651.75,1008.05,1384.45,3106,1504.75
2021-03-17 00:00:00+00:00,2420,3558.15,990.5,1387.1,3111.25,1471
2021-03-18 00:00:00+00:00,2410,3674.55,953.15,1341.6,3042,1463.2
2021-03-19 00:00:00+00:00,2411,3645.85,962,1348.95,3054.8,1462.95
2021-03-22 00:00:00+00:00,2427.95,3661.5,981.9,1371.5,3128,1467.1
2021-03-23 00:00:00+00:00,2410,3667,981,1369.8,3142,1491
2021-03-24 00:00:00+00:00,2443.9,3606,974.55,1355,3125,1485
2021-03-25 00:00:00+00:00,2402.85,3510.55,960.05,1336.7,3074.5,1451.6
2021-03-26 00:00:00+00:00,2498,3599.7,960,1338,3065,1506
2021-03-30 00:00:00+00:00,2571.15,3666.25,995.1,1388.65,3163.2,1549.95
2021-03-31 00:00:00+00:00,2542,3680,985.45,1367.3,3175,1556.95
2021-04-01 00:00:00+00:00,2545,3740,1001,1386.25,3167,1553
2021-04-05 00:00:00+00:00,2511,3598,1034.55,1415,3245,1535.95
2021-04-06 00:00:00+00:00,2610.1,3613.05,1029,1414,3266.5,1535
2021-04-07 00:00:00+00:00,2621.6,3681,1037,1430,3271,1517.95
2021-04-08 00:00:00+00:00,2643.95,3645,1037.15,1438.5,3314,1568.9
2021-04-09 00:00:00+00:00,2635,3653,1042.75,1441,3325,1594.6
2021-04-12 00:00:00+00:00,2602.35,3547.65,1013.6,1431.95,3249,1513
2021-04-13 00:00:00+00:00,2574.5,3605,988,1404,3120,1540
2021-04-15 00:00:00+00:00,2581.6,3599.95,994,1362,3227,1534
2021-04-16 00:00:00+00:00,2654,3625,1009.85,1349.6,3186.1,1545
2021-04-19 00:00:00+00:00,2575,3506.4,990,1362,3159.15,1520.6
2021-04-20 00:00:00+00:00,2547.9,3583.5,960.9,1349.9,3140,1522.25
2021-04-22 00:00:00+00:00,2510,3682,960.7,1351.95,3121.05,1481.85
2021-04-23 00:00:00+00:00,2523,3671,956.5,1333.9,3112,1468
2021-04-26 00:00:00+00:00,2558,3739,929.8,1345,3101.2,1480
2021-04-27 00:00:00+00:00,2571,3795,930.1,1347.9,3132.75,1494.65
2021-04-28 00:00:00+00:00,2612,3887.15,925.1,1355.8,3123,1507
2021-04-29 00:00:00+00:00,2613,3818.95,910.5,1356,3114.45,1504
2021-04-30 00:00:00+00:00,2529,3827,900.2,1348,3040.5,1489.85
2021-05-03 00:00:00+00:00,2590.5,3858.8,909.9,1349,3036,1423.7
2021-05-04 00:00:00+00:00,2589.8,3837,902.95,1331,3052.85,1403.5
2021-05-05 00:00:00+00:00,2571.75,3849,910.4,1341,3098,1428.1
2021-05-06 00:00:00+00:00,2553.5,3945,915.55,1360,3115.9,1441
2021-05-07 00:00:00+00:00,2554.9,3869,915.55,1352.7,3131,1440.95
2021-05-10 00:00:00+00:00,2548,3869.2,913.95,1340,3147,1453.25
2021-05-11 00:00:00+00:00,2561.7,3882,907.4,1332.05,3121,1436.4
2021-05-12 00:00:00+00:00,2560.15,3875.5,908.95,1327.1,3085.8,1459
2021-05-14 00:00:00+00:00,2774,3850,910.95,1320.15,3052,1455
2021-05-17 00:00:00+00:00,2782,3856.45,922,1328.55,3072.75,1467
2021-05-18 00:00:00+00:00,2816.45,4065,932,1338.5,3088.45,1541
2021-05-19 00:00:00+00:00,2808,4111,932.4,1334.65,3084.9,1521.35
2021-05-20 00:00:00+00:00,2791.05,4080,925.45,1341.95,3060.65,1535.5
2021-05-21 00:00:00+00:00,2830,4125,932,1356,3080.5,1537.95
2021-05-24 00:00:00+00:00,2820,4154.7,933,1349.35,3082.4,1522.95
2021-05-25 00:00:00+00:00,2918.05,4142.45,941,1364,3118,1571.15
2021-05-26 00:00:00+00:00,2940,4170,946.15,1395,3158.5,1584.5
2021-05-27 00:00:00+00:00,2965,4260,943.5,1408.9,3199,1600
2021-05-28 00:00:00+00:00,2935.7,4203,944,1407.7,3152,1578.2
2021-05-31 00:00:00+00:00,2976.1,4186.75,945.95,1395,3163.5,1594
2021-06-01 00:00:00+00:00,2924.95,4239.8,950.2,1388.1,3153.9,1590.3
2021-06-02 00:00:00+00:00,2906,4294.3,944.7,1381,3135,1586
2021-06-03 00:00:00+00:00,2935.8,4271.05,939,1390.8,3144.9,1694
2021-06-04 00:00:00+00:00,2919.65,4240,935.45,1385.5,3138.5,1684
2021-06-07 00:00:00+00:00,2933.4,4245,951.45,1390.5,3187,1682.95
2021-06-08 00:00:00+00:00,2925,4268.95,967.15,1413,3202,1710
2021-06-09 00:00:00+00:00,2942,4226.95,971.6,1415,3199.7,1730
2021-06-10 00:00:00+00:00,2955.6,4184,969.8,1424.35,3216,1736
2021-06-11 00:00:00+00:00,2955.1,4173,982.8,1446.05,3281.85,1729.5
2021-06-14 00:00:00+00:00,2953.7,4145,984.9,1460,3277.9,1736.8
2021-06-15 00:00:00+00:00,3035,4137,985.05,1474,3261,1721.9
2021-06-16 00:00:00+00:00,3017.95,4104,983,1479,3269.7,1712.6
2021-06-17 00:00:00+00:00,3059.9,4052.25,985,1502,3328.5,1706
2021-06-18 00:00:00+00:00,3050.05,4177.45,974.8,1510,3303,1722
2021-06-21 00:00:00+00:00,3071.2,4180,981.5,1502,3273,1742
2021-06-22 00:00:00+00:00,3010,4208.45,978,1511.35,3305,1756
2021-06-23 00:00:00+00:00,2995,4204,974.25,1503,3264,1783
2021-06-24 00:00:00+00:00,3044,4229.9,985,1555.5,3370,1777.1
2021-06-25 00:00:00+00:00,3006.9,4192.95,993.55,1574,3371.2,1755
2021-06-28 00:00:00+00:00,2986.65,4187,985.7,1570,3342,1730.75
2021-06-29 00:00:00+00:00,3003,4120,985.05,1563,3335.25,1730
2021-06-30 00:00:00+00:00,3002,4141,985.45,1580.5,3351,1737.25
2021-07-01 00:00:00+00:00,3023.15,4207,985,1561.1,3338,1742.9
2021-07-02 00:00:00+00:00,3004,4184,985.7,1566,3326.9,1750
2021-07-05 00:00:00+00:00,3011.05,4200,979.8,1581.35,3328,1751
2021-07-06 00:00:00+00:00,3006.5,4198,974,1562,3273.65,1761
2021-07-07 00:00:00+00:00,3035.85,4197.8,976,1562.5,3274.05,1726.85
2021-07-08 00:00:00+00:00,3034,4073,976.4,1560,3253,1725
2021-07-09 00:00:00+00:00,3013,3998.95,977.95,1564.9,3211.8,1720
2021-07-12 00:00:00+00:00,3000,3964,978.5,1547,3199,1720
2021-07-13 00:00:00+00:00,2998.8,3967.8,970,1545.5,3190.4,1725
2021-07-14 00:00:00+00:00,3001,3955,987.9,1577.4,3214.4,1709.65
2021-07-15 00:00:00+00:00,2988.5,3943,1039.05,1579,3202,1699
2021-07-16 00:00:00+00:00,2989,3934,1006,1556.75,3195,1695
2021-07-19 00:00:00+00:00,2980,3885.95,1001.9,1544.55,3184.9,1680.1
2021-07-20 00:00:00+00:00,3145.05,3909,977,1548.2,3201.3,1669.15
2021-07-22 00:00:00+00:00,3101.35,3859.7,979,1589,3214.7,1706
2021-07-23 00:00:00+00:00,3085.15,3840,994,1588.35,3210,1700.75
2021-07-26 00:00:00+00:00,3059.55,3840,1000,1603.9,3200.35,1721.5
2021-07-27 00:00:00+00:00,3028.15,3821,993.15,1601.35,3187.95,1726.95
2021-07-28 00:00:00+00:00,2999.95,3810.8,984.85,1606.4,3199.9,1719.1
2021-07-29 00:00:00+00:00,2999,3756.25,1008,1615.5,3194,1736
2021-07-30 00:00:00+00:00,2956,3841,1023.25,1611.75,3166.35,1721
2021-08-02 00:00:00+00:00,2978,3838,1036.35,1632,3220,1776
2021-08-03 00:00:00+00:00,3029.6,3826.85,1039,1655.15,3278.95,1842.15
2021-08-04 00:00:00+00:00,3016.2,3842,1040.7,1649,3275,1799.95
2021-08-05 00:00:00+00:00,2990,3825,1058.8,1652,3282.15,1800
2021-08-06 00:00:00+00:00,2971,3850.05,1050,1653.8,3311.9,1789
2021-08-09 00:00:00+00:00,2990,3858.1,1047.8,1663,3321,1800.5
2021-08-10 00:00:00+00:00,2978,3798,1061.75,1674.15,3331.7,1804.9
2021-08-11 00:00:00+00:00,2969.95,3735,1066.5,1675.1,3347,1789.95
2021-08-12 00:00:00+00:00,2979,3764.75,1094.3,1684.95,3348.95,1825
2021-08-13 00:00:00+00:00,2981.05,3826,1123.95,1713.95,3456.05,1836.2
2021-08-16 00:00:00+00:00,2976,3750,1122,1702.95,3464.75,1837
2021-08-17 00:00:00+00:00,3013,3807,1141.8,1735,3542,1877.5
2021-08-18 00:00:00+00:00,2999,3835,1133,1732.3,3559.8,1875
2021-08-20 00:00:00+00:00,3105.05,3740,1120.3,1729.05,3551.6,1873
2021-08-23 00:00:00+00:00,3077,3667,1165,1739.6,3637,1871.15
2021-08-24 00:00:00+00:00,3046,3717,1151.9,1721.5,3615.05,1873
2021-08-25 00:00:00+00:00,3043,3688,1154,1739,3665,1828
2021-08-26 00:00:00+00:00,3040.65,3694,1168.1,1723.4,3660,1815
2021-08-27 00:00:00+00:00,3039,3698,1162,1707,3717,1819.35
2021-08-30 00:00:00+00:00,3106.65,3719,1166,1699.85,3709,1883.7
2021-08-31 00:00:00+00:00,3202.05,3734,1179.3,1713,3797.9,1920
2021-09-01 00:00:00+00:00,3302.8,3753.5,1165,1677.25,3718,1943.9
2021-09-02 00:00:00+00:00,3299.15,3726,1174.6,1686.05,3827.9,1964.9
2021-09-03 00:00:00+00:00,3333.15,3764.25,1173.2,1700.5,3835,2021
2021-09-06 00:00:00+00:00,3320,3776.55,1207.9,1731,3847.9,2020
2021-09-07 00:00:00+00:00,3339.05,3772,1184,1708,3823.85,2030.85
2021-09-08 00:00:00+00:00,3337.45,3725,1188.25,1696.3,3776,2059.9
2021-09-09 00:00:00+00:00,3343,3699.8,1198.95,1687.95,3793,2035
2021-09-13 00:00:00+00:00,3360.05,3694.9,1208.75,1690.85,3841.5,2032
2021-09-14 00:00:00+00:00,3358.45,3754.55,1237,1686.5,3881.2,2052.95
2021-09-15 00:00:00+00:00,3350,3789.2,1271.1,1711,3950,2118
2021-09-16 00:00:00+00:00,3340,3810.05,1264,1701.35,3903.1,2107
2021-09-17 00:00:00+00:00,3311,3832,1262.95,1692,3826.55,2103.75
2021-09-20 00:00:00+00:00,3273.6,3775,1268.1,1687.4,3820.05,2076.9
2021-09-21 00:00:00+00:00,3308,3732,1298.7,1717.65,3861.95,2089
2021-09-22 00:00:00+00:00,3319.8,3754.3,1316,1715.65,3856.75,2077.65
2021-09-23 00:00:00+00:00,3326,3795,1327,1742.1,3872,2105.1
2021-09-24 00:00:00+00:00,3444.8,3811,1359.75,1764.1,3878.75,2095.7
2021-09-27 00:00:00+00:00,3423,3913,1299,1723,3839,2092.5
2021-09-28 00:00:00+00:00,3384,3899.55,1272.5,1686.2,3777.05,2133.85
2021-09-29 00:00:00+00:00,3322.9,3892,1282.6,1689,3790.8,2152.7
2021-09-30 00:00:00+00:00,3249,3836,1280,1678.4,3778.7,2162.95
2021-10-01 00:00:00+00:00,3180.95,3841,1273,1665.6,3728.65,2160
2021-10-04 00:00:00+00:00,3202,3823,1281.5,1681.9,3779,2155
2021-10-05 00:00:00+00:00,3260,3865,1307.95,1691.7,3839.05,2197.85
2021-10-06 00:00:00+00:00,3206.45,3772,1274.55,1672.65,3813.8,2148.9
2021-10-07 00:00:00+00:00,3294.95,3836.9,1304.25,1690.35,3898,2374
2021-10-08 00:00:00+00:00,3310,3818,1324.9,1723.85,3943,2355.45
2021-10-11 00:00:00+00:00,3303.95,3855,1305.95,1693.25,3687.95,2367.05
2021-10-12 00:00:00+00:00,3322,3979,1254.9,1688.15,3658,2506
2021-10-13 00:00:00+00:00,3320,3967.9,1265,1708,3658.05,2540
2021-10-14 00:00:00+00:00,3297,3961.9,1246.05,1714,3614,2562.4
2021-10-18 00:00:00+00:00,3242,3917,1224.85,1797,3649.5,2596
2021-10-19 00:00:00+00:00,3187,3912,1232,1823.5,3634.95,2496
2021-10-20 00:00:00+00:00,3177,3850,1233,1798.9,3607.95,2420
2021-10-21 00:00:00+00:00,3012,3815,1214,1757,3532.95,2405.05
2021-10-22 00:00:00+00:00,2971.05,3869,1192.8,1717.85,3501.85,2415
2021-10-25 00:00:00+00:00,2923,3765,1168,1708.4,3491,2379
2021-10-26 00:00:00+00:00,3009.15,3792.5,1168,1708.9,3485.95,2466.5
2021-10-27 00:00:00+00:00,3092.15,3767.4,1177,1724,3488.45,2460
2021-10-28 00:00:00+00:00,3125,3705.4,1153.6,1705.85,3422,2384.8
2021-10-29 00:00:00+00:00,3108,3714.9,1145,1671,3404,2390
2021-11-01 00:00:00+00:00,3117.3,3726.1,1188,1701.35,3482.35,2407.8
2021-11-02 00:00:00+00:00,3088.95,3748.95,1172.2,1699,3484,2451.95
2021-11-03 00:00:00+00:00,3178.9,3701.5,1177,1702.2,3488.05,2421
2021-11-04 00:00:00+00:00,3158.95,3760,1183.5,1705.5,3508.65,2435
2021-11-08 00:00:00+00:00,3139,3773.5,1183,1740,3506,2537
2021-11-09 00:00:00+00:00,3145.8,3795,1172.3,1742,3503,2516.5
2021-11-10 00:00:00+00:00,3107,3780,1169,1742,3484.5,2484
2021-11-11 00:00:00+00:00,3066,3759.5,1161.25,1735,3503.2,2526.6
2021-11-12 00:00:00+00:00,3124.75,3640,1173.95,1775.3,3524,2536.5
2021-11-15 00:00:00+00:00,3165,3598,1169.85,1785,3550,2536.95
2021-11-16 00:00:00+00:00,3153,3607.95,1163,1793,3548,2523.9
2021-11-17 00:00:00+00:00,3229,3582,1150.35,1790.55,3520.8,2497.4
2021-11-18 00:00:00+00:00,3215.2,3544.05,1117,1772.55,3471.95,2472
2021-11-22 00:00:00+00:00,3263.35,3441,1113.3,1761.3,3463.75,2394
2021-11-23 00:00:00+00:00,3179.9,3445,1116,1728.8,3472,2385
2021-11-24 00:00:00+00:00,3150,3389.95,1115.95,1690.2,3432,2371.05
2021-11-25 00:00:00+00:00,3141.85,3393,1125.7,1722.5,3450,2398
2021-11-26 00:00:00+00:00,3138,3335,1111.65,1690,3440,2292.25
2021-11-29 00:00:00+00:00,3138,3296,1134,1696.2,3502,2330.2
2021-11-30 00:00:00+00:00,3145.8,3230,1139.35,1718.55,3535,2371
2021-12-01 00:00:00+00:00,3137.75,3252.2,1158,1717.9,3579,2364
2021-12-02 00:00:00+00:00,3175.55,3328,1183,1747,3637,2384.75
2021-12-03 00:00:00+00:00,3115,3287,1171.4,1738.4,3641,2369
2021-12-06 00:00:00+00:00,3036.9,3250,1137.8,1695,3533.8,2333
2021-12-07 00:00:00+00:00,3033,3285.6,1148.1,1711.45,3590,2384.7
2021-12-08 00:00:00+00:00,3109.9,3326,1170.05,1752.4,3624,2405
2021-12-09 00:00:00+00:00,3178,3331.15,1168,1760,3600,2373
2021-12-10 00:00:00+00:00,3279,3344.6,1161,1757.05,3630,2336.85
2021-12-13 00:00:00+00:00,3284.75,3309.95,1159.3,1747,3616.8,2355
2021-12-14 00:00:00+00:00,3294,3297.4,1160.25,1744,3619.95,2369.95
2021-12-15 00:00:00+00:00,3292.9,3303,1146.9,1734.9,3571,2321.25
2021-12-16 00:00:00+00:00,3300,3249.95,1163.35,1776.2,3585,2360
2021-12-17 00:00:00+00:00,3241.45,3205.3,1170,1823,3578.9,2279.7
2021-12-20 00:00:00+00:00,3239.2,3101,1160.95,1799.9,3559.3,2238.15
2021-12-21 00:00:00+00:00,3273,3125,1210,1814.7,3611,2290.45
2021-12-22 00:00:00+00:00,3274,3137.05,1222.6,1825,3630,2302
2021-12-23 00:00:00+00:00,3271.85,3180.8,1226.5,1856.15,3660.65,2333.5
2021-12-24 00:00:00+00:00,3285,3156.4,1262.6,1863.35,3671,2318.5
2021-12-27 00:00:00+00:00,3270.7,3159,1267,1867.5,3696,2334
2021-12-28 00:00:00+00:00,3365,3175.9,1280,1885.2,3706.95,2378
2021-12-29 00:00:00+00:00,3363,3269,1291.5,1883.25,3691.8,2396.6
2021-12-30 00:00:00+00:00,3368,3201,1317,1896.1,3736,2445.7
2021-12-31 00:00:00+00:00,3384,3251,1319.45,1894.6,3740,2520
2022-01-03 00:00:00+00:00,3425.55,3279,1324,1899,3815,2529.75
2022-01-04 00:00:00+00:00,3454.25,3294.95,1335.5,1901,3878.7,2582
2022-01-05 00:00:00+00:00,3526,3355,1311.5,1848,3856,2574
2022-01-06 00:00:00+00:00,3511,3415.1,1286.9,1820.5,3809.95,2595.95
2022-01-07 00:00:00+00:00,3570.1,3399.9,1287.95,1816,3858.9,2571
2022-01-10 00:00:00+00:00,3550,3436,1289.95,1853,3883.6,2653.6
2022-01-11 00:00:00+00:00,3535.05,3435,1346,1860.9,3916,2652
2022-01-12 00:00:00+00:00,3547,3435.1,1348.45,1877,3856.75,2611
2022-01-13 00:00:00+00:00,3458.15,3449,1327,1895.3,3898,2617.7
2022-01-14 00:00:00+00:00,3364,3429.35,1332,1925,3965.9,2596
2022-01-17 00:00:00+00:00,3371.15,3488,1260.5,1939.05,4025,2595
2022-01-18 00:00:00+00:00,3374.5,3417,1220.5,1917.5,3993,2597
2022-01-19 00:00:00+00:00,3284.85,3452.15,1201,1865,3919.5,2598.85
2022-01-20 00:00:00+00:00,3303,3309.5,1175,1825.2,3833.15,2567
2022-01-21 00:00:00+00:00,3278,3430,1169,1788,3842,2525
2022-01-24 00:00:00+00:00,3148.7,3390.05,1122,1734,3768.75,2403
2022-01-25 00:00:00+00:00,3151,3450.35,1124,1724,3764.9,2374.8
2022-01-27 00:00:00+00:00,3116.2,3504,1079.55,1687,3652.4,2313
2022-01-28 00:00:00+00:00,3119,3496.25,1080.9,1685.5,3695.05,2321.1
2022-01-31 00:00:00+00:00,3160,3550.1,1099.75,1737.85,3744.95,2355.1
2022-02-01 00:00:00+00:00,3205,3530.95,1134.8,1773.05,3805,2436.05
2022-02-02 00:00:00+00:00,3203.5,3535.05,1172,1787.65,3863.9,2468
2022-02-03 00:00:00+00:00,3195,3608.85,1158.05,1736.3,3817.2,2463.45
2022-02-04 00:00:00+00:00,3235,3564.95,1163.95,1740,3817,2466.95
2022-02-07 00:00:00+00:00,3171.5,3481,1158.95,1714,3781.8,2404.85
2022-02-08 00:00:00+00:00,3210,3447.55,1161.9,1708.6,3738,2442
2022-02-09 00:00:00+00:00,3230.45,3559,1179,1739,3761.4,2487
2022-02-10 00:00:00+00:00,3233.8,3566.2,1190.15,1771.6,3765.7,2485.3
2022-02-11 00:00:00+00:00,3207,3569,1162,1719.7,3693,2438.65
2022-02-14 00:00:00+00:00,3132.75,3476.95,1143.95,1684,3729.15,2395.8
2022-02-15 00:00:00+00:00,3262.5,3585,1173,1742,3834.55,2499.6
2022-02-16 00:00:00+00:00,3242.2,3586.4,1164.8,1731.5,3810,2483
2022-02-17 00:00:00+00:00,3255,3598.95,1161.9,1724,3783.85,2490.95
2022-02-18 00:00:00+00:00,3255.3,3635,1165.6,1705.95,3798.9,2490
2022-02-21 00:00:00+00:00,3258,3568.75,1164,1729.5,3718.95,2457.35
2022-02-22 00:00:00+00:00,3215,3591.9,1152.9,1733,3590.15,2448
2022-02-23 00:00:00+00:00,3239,3573,1151,1742.9,3571.9,2494.95
2022-02-24 00:00:00+00:00,3063.7,3436.55,1099,1674.8,3405.8,2399
2022-02-25 00:00:00+00:00,3122,3512,1131.35,1695,3523,2466
2022-02-28 00:00:00+00:00,3172,3532,1126,1719,3551,2554.85
2022-03-02 00:00:00+00:00,3041,3367.15,1114.2,1702.55,3549,2590
2022-03-03 00:00:00+00:00,2871.75,3302,1137.15,1721.9,3544.95,2573
2022-03-04 00:00:00+00:00,2744,3252.05,1139.95,1721.9,3518,2441
2022-03-07 00:00:00+00:00,2706.95,3229.65,1153.65,1740,3481.1,2390
2022-03-08 00:00:00+00:00,2729.5,3300.2,1172.95,1774.45,3594,2388
2022-03-09 00:00:00+00:00,2890,3350,1179.5,1817,3638,2435
2022-03-10 00:00:00+00:00,2898.95,3420,1187.85,1822.1,3621.05,2463
2022-03-11 00:00:00+00:00,2935,3425,1194.6,1821.4,3603,2493
2022-03-14 00:00:00+00:00,2960,3454.45,1207.5,1891,3645,2544.75
2022-03-15 00:00:00+00:00,2975.05,3450,1179.4,1838,3598,2550.8
2022-03-16 00:00:00+00:00,3038.15,3569.8,1197,1888,3662.9,2587.2
2022-03-17 00:00:00+00:00,3131.1,3642,1193,1871.05,3670.6,2702
2022-03-21 00:00:00+00:00,3050,3585.1,1167.3,1854.95,3620,2709
2022-03-22 00:00:00+00:00,3052.35,3650,1180,1887,3705,2715
2022-03-23 00:00:00+00:00,3014.55,3603,1179.5,1869,3711,2687
2022-03-24 00:00:00+00:00,3020,3595,1191.9,1881.85,3741,2619
2022-03-25 00:00:00+00:00,3045,3652,1184,1878,3710,2530
2022-03-28 00:00:00+00:00,3024.25,3680.5,1162.5,1870.65,3700,2540
2022-03-29 00:00:00+00:00,3040,3690,1169,1885.45,3702.75,2541
2022-03-30 00:00:00+00:00,3084.35,3689.8,1164,1899.75,3730,2520.8
